EXCH_ID,SEGMENT,SECURITY_ID,ISIN,INSTRUMENT,UNDERLYING_SECURITY_ID,UNDERLYING_SYMBOL,SYMBOL_NAME,DISPLAY_NAME,INSTRUMENT_TYPE,SERIES,LOT_SIZE,SM_EXPIRY_DATE,STRIKE_PRICE,OPTION_TYPE,TICK_SIZE,EXPIRY_FLAG,BRACKET_FLAG,COVER_FLAG,ASM_GSM_FLAG,ASM_GSM_CATEGORY,BUY_SELL_INDICATOR,BUY_CO_MIN_MARGIN_PER,BUY_CO_SL_RANGE_MAX_PERC,BUY_CO_SL_RANGE_MIN_PERC,BUY_BO_MIN_MARGIN_PER,BUY_BO_PROFIT_RANGE_MAX_PERC,BUY_BO_PROFIT_RANGE_MIN_PERC,MTF_LEVERAGE,SM_UPPER_LIMIT,SM_LOWER_LIMIT,SM_FREEZE_QTY,
NSE,I,446,NA,INDEX,446,NIFTY M150 QLTY50,NIFTY M150 QLTY50,NIFTY Midcap150 Quality 50,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,447,NA,INDEX,447,NIFTY HEALTHCARE,NIFTY HEALTHCARE,Nifty Healthcare,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,466,NA,INDEX,466,NIFTY CONSR DURBL,NIFTY CONSR DURBL,Nifty Consumer Durable,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,467,NA,INDEX,467,NIFTY500 MULTICAP,NIFTY500 MULTICAP,Nifty 500 Multicap 50:25:25,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,469,NA,INDEX,469,NIFTY FINSRV25 50,NIFTY FINSRV25 50,Nifty Financial Services 25/50,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,470,NA,INDEX,470,NIFTY OIL AND GAS,NIFTY OIL AND GAS,Nifty Oil and Gas,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,471,NA,INDEX,471,NIFTY MIDSML HLTH,NIFTY MIDSML HLTH,Nifty MidSmall Healthcare,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,473,NA,INDEX,473,NIFTY IND DIGITAL,NIFTY IND DIGITAL,Nifty India Digital,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,474,NA,INDEX,474,NIFTY INDIA MFG,NIFTY INDIA MFG,Nifty India Manufacturing,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,475,NA,INDEX,475,NIFTY TATA 25 CAP,NIFTY TATA 25 CAP,Nifty India Corporate Group Index - Tata Group 25% Cap,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,476,NA,INDEX,476,NIFTY MULTI MFG,NIFTY MULTI MFG,Nifty 500 Multicap India Manufacturing 50:30:20,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,477,NA,INDEX,477,NIFTY MULTI INFRA,NIFTY MULTI INFRA,Nifty 500 Multicap Infrastructure 50:30:20,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,478,NA,INDEX,478,NIFTY100 ESG,NIFTY100 ESG,Nifty100 ESG,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,479,NA,INDEX,479,NIFTY100ESGSECLDR,NIFTY100ESGSECLDR,Nifty100 ESG Sector Leaders,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,480,NA,INDEX,480,NIFTY200MOMENTM30,NIFTY200MOMENTM30,Nifty 200 Momentum 30,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,481,NA,INDEX,481,NIFTY200 ALPHA 30,NIFTY200 ALPHA 30,Nifty 200 Alpha 30,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,482,NA,INDEX,482,NIFTY ALPHALOWVOL,NIFTY ALPHALOWVOL,Nifty Alpha Low Volatility 30,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,483,NA,INDEX,483,NIFTYM150MOMNTM50,NIFTYM150MOMNTM50,Nifty Midcap150 Momentum 50,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,484,NA,INDEX,484,NIFTY50 DIV POINT,NIFTY50 DIV POINT,Nifty 50 Dividend Points,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,485,NA,INDEX,485,NIFTY50 EQL WGT,NIFTY50 EQL WGT,Nifty 50 Equal Weight,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,486,NA,INDEX,486,NIFTY50 PR 1X INV,NIFTY50 PR 1X INV,Nifty 50 PR 1x Inverse,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,487,NA,INDEX,487,NIFTY50 PR 2X LEV,NIFTY50 PR 2X LEV,Nifty 50 PR 2x Leverage,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,488,NA,INDEX,488,NIFTY50 TR 1X INV,NIFTY50 TR 1X INV,Nifty 50 TR 1x Inverse,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,489,NA,INDEX,489,NIFTY50 TR 2X LEV,NIFTY50 TR 2X LEV,Nifty 50 TR 2x Leverage,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,490,NA,INDEX,490,NIFTY200 QUALTY30,NIFTY200 QUALTY30,Nifty 200 Quality 30,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,491,NA,INDEX,491,NIFTY EV,NIFTY EV,Nifty EV and New Age Auto,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,492,NA,INDEX,492,NIFTYSML250MQ 100,NIFTYSML250MQ 100,Nifty Smallcap250 Momentum Quality 100,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,493,NA,INDEX,493,NIFTY IND DEFENCE,NIFTY IND DEFENCE,Nifty India Defence,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,494,NA,INDEX,494,NIFTY TOP 10 EW,NIFTY TOP 10 EW,Nifty Top 10 Equal Weight,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,495,NA,INDEX,495,NIFTY FINSEREXBNK,NIFTY FINSEREXBNK,Nifty Financial Services Ex Bank,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,496,NA,INDEX,496,NIFTY200 VALUE 30,NIFTY200 VALUE 30,Nifty 200 Value 30,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,497,NA,INDEX,497,NIFTY MULTI MQ 50,NIFTY MULTI MQ 50,Nifty 500 Multicap Momentum Quality 50,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,498,NA,INDEX,498,NIFTY500MOMENTM50,NIFTY500MOMENTM50,Nifty 500 Momentum 50,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,801,NA,INDEX,801,Nifty AQL 30,Nifty AQL 30,Nifty Alpha Quality Low Volatility 30,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,802,NA,INDEX,802,Nifty AQLV 30,Nifty AQLV 30,Nifty Alpha Quality Value Low Vol 30,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,803,NA,INDEX,803,Nifty Capital Mkt,Nifty Capital Mkt,Nifty Capital Markets,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,804,NA,INDEX,804,Nifty CoreHousing,Nifty CoreHousing,Nifty Core Housing,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,805,NA,INDEX,805,Nifty Corp MAATR,Nifty Corp MAATR,Nifty India Select 5 Corp Grps (MAATR),INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,806,NA,INDEX,806,Nifty GS 10Yr,Nifty GS 10Yr,Nifty 10 Yr Benchmark G Sec,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,807,NA,INDEX,807,Nifty GS 10Yr Cln,Nifty GS 10Yr Cln,Nifty 10 Yr Benchmark G Sec Clean Price,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,808,NA,INDEX,808,Nifty GS 11 15Yr,Nifty GS 11 15Yr,Nifty 11-15 Yr G Sec,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,809,NA,INDEX,809,Nifty GS 15YrPlus,Nifty GS 15YrPlus,Nifty 15 Yr Plus G Sec,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,810,NA,INDEX,810,Nifty GS 4 8Yr,Nifty GS 4 8Yr,Nifty 4-8 Yr G Sec,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,811,NA,INDEX,811,Nifty GS 8 13Yr,Nifty GS 8 13Yr,Nifty 8-13 Yr G Sec,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,812,NA,INDEX,812,Nifty GS Compsite,Nifty GS Compsite,Nifty Composite G Sec,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,813,NA,INDEX,813,Nifty HighBeta 50,Nifty HighBeta 50,Nifty High Beta 50,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,814,NA,INDEX,814,Nifty Housing,Nifty Housing,Nifty Housing,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,815,NA,INDEX,815,Nifty Ind Tourism,Nifty Ind Tourism,Nifty India Tourism,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,816,NA,INDEX,816,Nifty IPO,Nifty IPO,Nifty IPO,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,818,NA,INDEX,818,Nifty Mobility,Nifty Mobility,Nifty Mobility,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,819,NA,INDEX,819,Nifty MS Fin Serv,Nifty MS Fin Serv,Nifty Mid Small Financial Services,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,820,NA,INDEX,820,Nifty MS Ind Cons,Nifty MS Ind Cons,Nifty Mid Small India Consumption,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,821,NA,INDEX,821,Nifty MS IT Telcm,Nifty MS IT Telcm,Nifty Mid Small IT Telecom,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,822,NA,INDEX,822,Nifty New Consump,Nifty New Consump,Nifty India New Age Consumption,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,823,NA,INDEX,823,Nifty NonCyc Cons,Nifty NonCyc Cons,Nifty Non Cyclical Consumer,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,824,NA,INDEX,824,Nifty Qlty LV 30,Nifty Qlty LV 30,Nifty Quality Low Volatility 30,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,825,NA,INDEX,825,Nifty Rural,Nifty Rural,Nifty Rural,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,826,NA,INDEX,826,Nifty Shariah 25,Nifty Shariah 25,Nifty Shariah 25,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,827,NA,INDEX,827,Nifty Sml250 Q50,Nifty Sml250 Q50,Nifty Smallcap 250 Quality 50,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,828,NA,INDEX,828,Nifty Top 15 EW,Nifty Top 15 EW,Nifty Top 15 Equal Weight,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,829,NA,INDEX,829,Nifty Top 20 EW,Nifty Top 20 EW,Nifty Top 20 Equal Weight,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,830,NA,INDEX,830,Nifty Trans Logis,Nifty Trans Logis,Nifty Transportation Logistics,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,831,NA,INDEX,831,Nifty100 Alpha 30,Nifty100 Alpha 30,Nifty 100 Alpha 30,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,832,NA,INDEX,832,Nifty100 Enh ESG,Nifty100 Enh ESG,Nifty 100 Enhanced ESG,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,833,NA,INDEX,833,Nifty50 Shariah,Nifty50 Shariah,Nifty 50 Shariah,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,834,NA,INDEX,834,Nifty500 EW,Nifty500 EW,Nifty 500 Equal Weight,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,835,NA,INDEX,835,Nifty500 LMS Eql,Nifty500 LMS Eql,Nifty 500 Lrg Mid Sml Equal Wtd,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,836,NA,INDEX,836,Nifty500 LowVol50,Nifty500 LowVol50,Nifty 500 Low Volatility 50,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,837,NA,INDEX,837,Nifty500 MQVLv50,Nifty500 MQVLv50,Nifty 500 Multifactor MQVLv 50,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,838,NA,INDEX,838,Nifty500 Qlty50,Nifty500 Qlty50,Nifty 500 Quality 50,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,839,NA,INDEX,839,Nifty500 Shariah,Nifty500 Shariah,Nifty 500 Shariah,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,840,NA,INDEX,840,Nifty500 Value 50,Nifty500 Value 50,Nifty 500 Value 50,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,841,NA,INDEX,841,NiftyMS400 MQ 100,NiftyMS400 MQ 100,Nifty Mid Small 400 MQ 100,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
BSE,I,842,NA,INDEX,842,200EQW,200EQW,BSE 200 Equal Weight,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
BSE,I,843,NA,INDEX,843,BBGEFS,BBGEFS,BSE Business Grps Ex Fin Services,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
BSE,I,844,NA,INDEX,844,BS1000,BS1000,BSE 1000,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
BSE,I,845,NA,INDEX,845,BSESER,BSESER,BSE Service Sector,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
BSE,I,846,NA,INDEX,846,CAPINS,CAPINS,BSE Capital Goods Industrial Solutions,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
BSE,I,847,NA,INDEX,847,DOL100,DOL100,BSE Dollex 100,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
BSE,I,848,NA,INDEX,848,DOL200,DOL200,BSE Dollex 200,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
BSE,I,849,NA,INDEX,849,DOL30,DOL30,BSE Dollex 30,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
BSE,I,850,NA,INDEX,850,FOCIT,FOCIT,BSE Focused IT,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
BSE,I,851,NA,INDEX,851,FOCMID,FOCMID,BSE Focused Midcap,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
BSE,I,852,NA,INDEX,852,IND150,IND150,BSE India 150,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
BSE,I,853,NA,INDEX,853,INSLDR,INSLDR,BSE India Leaders,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
BSE,I,854,NA,INDEX,854,INTECO,INTECO,BSE India Technology,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
BSE,I,855,NA,INDEX,855,POWENE,POWENE,BSE Power Energy,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
BSE,I,856,NA,INDEX,856,PRECON,PRECON,BSE Premium Consumption,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
BSE,I,857,NA,INDEX,857,PSUBNK,PSUBNK,BSE PSU Bank,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
BSE,I,858,NA,INDEX,858,SELIPO,SELIPO,BSE Select IPO,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
BSE,I,859,NA,INDEX,859,SENEQW,SENEQW,BSE Sensex Equal Weight,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
BSE,I,860,NA,INDEX,860,SNSX60,SNSX60,BSE Sensex 60,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
BSE,I,861,NA,INDEX,861,SS6535,SS6535,BSE Sensex Sixty 65:35,INDEX,NA,1.0,0001-01-01,,XX,0.0500,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
NSE,I,5024,NA,INDEX,5024,GIFTNIFTY,GIFTNIFTY,Gift Nifty,INDEX,NA,1.0,0001-01-01,,XX,0.0000,N,N,N,N,NA,A,0,0,0,0,0,0,0,0.0000,0.0000,0,
